category,category_reason,business_name,legal_name,abn,head_office,website,registration_status,registered_until,registration_groups,has_nt_presence,has_darwin_presence,nt_outlets,darwin_outlets,outlet_phone,source_url
disability_company,Pty Ltd / Pty Limited with core disability registration groups,METANOIA RAYS PTY LTD,Metanoia Rays Pty Ltd,33660316790,"WINNELLIE, NT, 0820, AU",https://www.metanoiarays.com.au,Approved,18 January 2027,"Accommodation/Tenancy; Assist Access/Maintain Employ; Assist Personal Activities High; Assist Prod-Pers Care/Safety; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Community Nursing Care; Daily Tasks/Shared Living; Development-Life Skills; Early Childhood Supports; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Specialised Disability Accommodation; Support Coordination; Supported Independent Living",yes,yes,"Darwin Office, 14 Winnellie Road, WINNELLIE, NT, 0820, AU | Brisbane Office, Tingalpa Central, 1631 Wynnum Road, TINGALPA, QLD, 4173, AU | Adelaide, AU","Darwin Office, 14 Winnellie Road, WINNELLIE, NT, 0820, AU | Brisbane Office, Tingalpa Central, 1631 Wynnum Road, TINGALPA, QLD, 4173, AU | Adelaide, AU",+611300141111,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,Michael Abdallah Pty Ltd T/A NATIONAL DISABILITY HEALTHCARE SUPPORT (NDHS),Michael Abdallah Pty Ltd,45665147759,"RESERVOIR, VIC, 3073, AU",https://ndhs.au,Approved,26 February 2027,"Assist Access/Maintain Employ; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Daily Tasks/Shared Living; Development-Life Skills; Ex Phys Pers Training; Group/Centre Activities; Home Modification; Household Tasks; Innov Community Participation; Participate Community; Spec Support Employ; Supported Independent Living; Therapeutic Supports",yes,yes,"GreenAcres NT, Coolalinga Lpo, 452 Stuart Highway, COOLALINGA, NT, 0839, AU","GreenAcres NT, Coolalinga Lpo, 452 Stuart Highway, COOLALINGA, NT, 0839, AU",+610468788576,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,ML HEALTHCARE SERVICE PTY LTD,Ml Healthcare Service Pty Ltd,32660939319,"WINNELLIE, NT, 0820, AU",,Approved,22 October 2027,"Assist Access/Maintain Employ; Assist Personal Activities High; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Community Nursing Care; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Spec Support Employ; Supported Independent Living",yes,yes,"HEALTHCARE SERVICE PTY LTD, AU","HEALTHCARE SERVICE PTY LTD, AU",,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,MOTION MINDS COLLECTIVES PTY LTD,Motion Minds Collectives Pty Ltd,24674653340,"FANNIE BAY, NT, 0820, AU",,Approved,18 July 2028,"Assist-Life Stage, Transition; Behaviour Support; Development-Life Skills; Early Childhood Supports; Support Coordination; Therapeutic Supports",yes,yes,Motion Minds Collectives Pty Ltd,Motion Minds Collectives Pty Ltd,,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,MSJ (NT) PTY LTD,MSJ (NT) PTY LTD,48638378024,"FORTITUDE VALLEY, QLD, 4006, AU",https://www.msjaustralia.com.au,Approved,02 September 2028,"Accommodation/Tenancy; Assist Access/Maintain Employ; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Supported Independent Living",yes,yes,"Darwin, 3 Mansfield Street, PALMERSTON CITY, NT, 0830, AU","Darwin, 3 Mansfield Street, PALMERSTON CITY, NT, 0830, AU",+610423965520,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,MY THERAPY CREW,FIVE SOLAS PTY LTD,70636477042,"UPPER MOUNT GRAVATT, QLD, 4122, AU",https://www.mytherapycrew.com.au,Approved,19 December 2028,Behaviour Support; Early Childhood Supports; Therapeutic Supports,yes,yes,"My Therapy Crew Darwin, Apartment 16, 641 Stuart Highway, BERRIMAH, NT, 0828, AU","My Therapy Crew Darwin, Apartment 16, 641 Stuart Highway, BERRIMAH, NT, 0828, AU",+610731553778,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,MYCARESCOPE PTY LTD.,MYCARESCOPE PTY LTD.,63644150934,"FARRAR, NT, 0830, AU",https://www.mycarescope.com.au,Approved,26 September 2028,"Accommodation/Tenancy; Assist Access/Maintain Employ; Assist Personal Activities High; Assist Prod-Pers Care/Safety; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Community Nursing Care; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Spec Support Employ; Support Coordination; Supported Independent Living",yes,yes,"MyCareScope SIL Home, 37 Inverway Circuit, FARRAR, NT, 0830, AU","MyCareScope SIL Home, 37 Inverway Circuit, FARRAR, NT, 0830, AU",,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,MYHEALTH SOLUTIONS PTY LTD,Myhealth Solutions Pty Ltd,16688791951,"PARAP, NT, 0820, AU",https://www.myhealthsolution.com.au,Approved,13 November 2028,"Assist Access/Maintain Employ; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Behaviour Support; Daily Tasks/Shared Living; Development-Life Skills; Early Childhood Supports; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Spec Support Employ; Support Coordination; Supported Independent Living; Therapeutic Supports",yes,yes,MyHealth Solutions,MyHealth Solutions,+610466882681,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,MyIntegra Plan Management and Support Coordination,Integrated Care Pty Ltd,62149233634,"WEST PERTH, WA, 6005, AU",https://myintegra.com.au,Approved,29 November 2027,"Assist-Life Stage, Transition; Plan Management; Support Coordination",yes,yes,"# MyIntegra Plan Management - Alawa, Alawa, ALAWA, NT, 0810, AU | # MyIntegra Plan Management - Brinkin, Brinkin, BRINKIN, NT, 0810, AU | # MyIntegra Plan Management - Casuarina, Casuarina, CASUARINA, NT, 0810, AU | # MyIntegra Plan Management - Darwin, Darwin, DARWIN, NT, 0800, AU | # MyIntegra Plan Management - Jingili, Jingili, JINGILI, NT, 0810, AU | # MyIntegra Plan Management - Nakara, Nakara, NAKARA, NT, 0810, AU | # MyIntegra Plan Management - Nightcliff, Nightcliff, NIGHTCLIFF, NT, 0810, AU | # MyIntegra Plan Management - Lyons, Lyons, LYONS, NT, 0810, AU","# MyIntegra Plan Management - Alawa, Alawa, ALAWA, NT, 0810, AU | # MyIntegra Plan Management - Casuarina, Casuarina, CASUARINA, NT, 0810, AU | # MyIntegra Plan Management - Darwin, Darwin, DARWIN, NT, 0800, AU | # MyIntegra Plan Management - Jingili, Jingili, JINGILI, NT, 0810, AU | # MyIntegra Plan Management - Nightcliff, Nightcliff, NIGHTCLIFF, NT, 0810, AU | # MyIntegra Plan Management - Anula, Anula, ANULA, NT, 0812, AU | # MyIntegra Plan Management - Coconut Grove, Coconut Grove, COCONUT GROVE, NT, 0810, AU | # MyIntegra Plan Management - Wagaman, Wagaman, WAGAMAN, NT, 0810, AU",+611800696347,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,NORTHERN CARE SERVICES PTY LTD,NORTHERN CARE SERVICES PTY LTD,81640810500,"DARWIN CITY, NT, 0800, AU",https://www.northerncareservices.com.au,Approved,08 August 2028,"Accommodation/Tenancy; Assist Access/Maintain Employ; Assist Personal Activities High; Assist Prod-Pers Care/Safety; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Assistive Prod-Household Task; Comms & Info Equipment; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Specialised Disability Accommodation; Supported Independent Living",yes,yes,Main Office,Main Office,+610405961217,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,NT PSYCHOSOCIAL RECOVERY AND SUPPORT SERVICES PTY LTD,NT Psychosocial Recovery and Support Services Pty Ltd,13691470505,"DRIVER, NT, 0830, AU",https://www.ntpsychosocialrecovery.com.au,Approved,07 May 2029,"Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Supported Independent Living",yes,yes,NT Psychosocial Recovery and Support Services Pty Ltd Office,NT Psychosocial Recovery and Support Services Pty Ltd Office,+610459549874,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,OUTREACH PHYSIOTHERAPY PTY LTD,OUTREACH PHYSIOTHERAPY PTY LTD,72647674502,"PARAP, NT, 0820, AU",https://www.outreachphysiotherapy.com,Approved,04 January 2026,Early Childhood Supports; Therapeutic Supports,yes,yes,,,,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,PATCHES Therapy Services,REGIONAL DISABILITY SERVICES AUSTRALIA PTY LTD,30623115453,"SUBIACO, WA, 6008, AU",https://www.patches.com.au,Approved,18 October 2027,"Assist Prod-Pers Care/Safety; Assist-Life Stage, Transition; Assistive Prod-Household Task; Behaviour Support; Comms & Info Equipment; Custom Prosthetics; Early Childhood Supports; Ex Phys Pers Training; Hearing Equipment; Home Modification; Innov Community Participation; Personal Mobility Equipment; Support Coordination; Therapeutic Supports; Vision Equipment",yes,yes,"Patches Therapy Services - Darwin, 631 Stuart Highway, BERRIMAH, NT, 0828, AU","Patches Therapy Services - Darwin, 631 Stuart Highway, BERRIMAH, NT, 0828, AU",+610862800856,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,POSITIVE PRACTICES NT,POSITIVE PRACTICES NORTHERN TERRITORY PTY LTD,14644475114,"WINNELLIE, NT, 0820, AU",https://www.positivepractices.com.au,Approved,26 August 2028,"Assist-Life Stage, Transition; Behaviour Support; Development-Life Skills; Early Childhood Supports; Therapeutic Supports",yes,yes,"Positive Practices, 116 Coonawarra Road, WINNELLIE, NT, 0820, AU","Positive Practices, 116 Coonawarra Road, WINNELLIE, NT, 0820, AU",+610408186521,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,PRISM COMMUNITY CARE,PRISM COMMUNITY CARE AND SERVICES PTY LTD,92655602029,"KARAMA, NT, 0812, AU",https://www.prismcommunitycare.com.au,Approved,16 May 2027,Accommodation/Tenancy; Assist Personal Activities High; Assist-Personal Activities; Assist-Travel/Transport; Community Nursing Care; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Supported Independent Living,yes,yes,,,,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,PROPROJECT SOLUTION PTY LTD,Proproject Solution Pty Ltd,81674984135,"WINNELLIE, NT, 0820, AU",,Approved,29 July 2027,Assist Prod-Pers Care/Safety; Home Modification; Household Tasks,yes,yes,PROPROJECT SOLUTION PTY LTD,PROPROJECT SOLUTION PTY LTD,,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,PURPLE SDA HOMES PTY LTD,Purple Sda Homes Pty Ltd,20684833029,"WINNELLIE, NT, 0820, AU",,Approved,18 November 2028,Specialised Disability Accommodation,yes,yes,,,,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,PURPLE SUPPORT,PURPLE SUPPORT PTY LTD,53640516856,"WINNELLIE, NT, 0820, AU",https://www.purplesupport.com.au,Approved,08 November 2027,"Assist Access/Maintain Employ; Assist Personal Activities High; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Spec Support Employ; Support Coordination; Supported Independent Living",yes,yes,"Purple Support, 36 Coonawarra Road, WINNELLIE, NT, 0820, AU","Purple Support, 36 Coonawarra Road, WINNELLIE, NT, 0820, AU",+610879698513,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,RABI SUPPORT SERVICES,Family Friendly Care Pty Ltd,92676901438,"YARRAWONGA, NT, 0830, AU",,Approved,12 August 2028,"Assist Personal Activities High; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Community Nursing Care; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Specialised Disability Accommodation; Supported Independent Living",yes,yes,"Family Friendly Care, 13 Redshank Court, BAKEWELL, NT, 0832, AU","Family Friendly Care, 13 Redshank Court, BAKEWELL, NT, 0832, AU",+610436368126,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,REGIS AGED CARE PTY LTD,REGIS AGED CARE PTY LTD,75125223645,"CAMBERWELL, VIC, 3124, AU",https://www.regis.com.au,Approved,21 November 2026,"Assist Personal Activities High; Assist-Life Stage, Transition; Community Nursing Care; Daily Tasks/Shared Living; Participate Community; Supported Independent Living",yes,yes,"Regis Tiwi, Tiwi Residential Care, 11 Creswell Street, TIWI, NT, 0810, AU","Regis Tiwi, Tiwi Residential Care, 11 Creswell Street, TIWI, NT, 0810, AU | Regis Alawarra Lodge, Milpara, 220 Middleborough Road, BLACKBURN SOUTH, VIC, 3130, AU",+610295796711,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,Sacred Business Services Pty Ltd,SACRED BUSINESS SERVICES PTY LTD,72630144811,"KATHERINE EAST, NT, 0850, AU",https://sacredbusinessservices.com.au/,Approved,29 April 2029,"Accommodation/Tenancy; Assist Access/Maintain Employ; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Support Coordination; Supported Independent Living",yes,yes,"Room 9 - Suite 55 Harry Geise Building   1 Willeroo Street,Tiwi, NT, Harry's Place, 1 Willeroo Street, TIWI, NT, 0810, AU | 56 parer dr, AU","Room 9 - Suite 55 Harry Geise Building   1 Willeroo Street,Tiwi, NT, Harry's Place, 1 Willeroo Street, TIWI, NT, 0810, AU",+610493171122,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,SAHARA COMMUNITY SUPPORT PTY LTD,Sahara Community Support Pty Ltd,35678485580,"ALAWA, NT, 0810, AU",https://www.saharacommunitysupport.com.au,Approved,14 February 2028,"Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Community Nursing Care; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Supported Independent Living",yes,yes,Sahara Community Support Pty Ltd,Sahara Community Support Pty Ltd,+610420422687,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,SAL CONSULTING NT PTY LTD,SAL CONSULTING NT PTY LTD,13634298776,"WINNELLIE, NT, 0820, AU",https://www.salconsulting.com.au,Approved,26 August 2028,"Assist-Life Stage, Transition; Behaviour Support; Early Childhood Supports; Therapeutic Supports",yes,yes,"Darwin, Suite 24 & 25, The Point, 60 Winnellie Road, WINNELLIE, NT, 0820, AU | Perth, 11 Wentworth Parade, SUCCESS, WA, 6164, AU","Darwin, Suite 24 & 25, The Point, 60 Winnellie Road, WINNELLIE, NT, 0820, AU | Perth, 11 Wentworth Parade, SUCCESS, WA, 6164, AU",+611300851795,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,SASCO CARE PTY LTD,Sasco Care Pty Ltd,83692160982,"WAGAMAN, NT, 0810, AU",,Approved,07 May 2029,"Accommodation/Tenancy; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Supported Independent Living",yes,yes,,,,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,Shaping Futures NT Pty Ltd,SHAPING FUTURES NT PTY LTD,19166170930,"NIGHTCLIFF, NT, 0810, AU",https://www.shapingfutures.com.au,Approved,03 January 2026,Specialised Disability Accommodation,yes,yes,,,,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,STRIVE SUPPORT GROUP,Strive Support Group Pty Ltd,61665772789,"COCONUT GROVE, NT, 0810, AU",,Approved,07 October 2028,Assist-Personal Activities; Assist-Travel/Transport; Development-Life Skills; Participate Community,yes,yes,,,,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,SUPPORTPLACE,SUPPORTPLACE PTY LTD,95641058924,"ROSEBERY, NT, 0832, AU",https://www.supportplacevic.com.au,Approved,10 March 2028,Assist-Personal Activities; Community Nursing Care; Daily Tasks/Shared Living; Development-Life Skills; Household Tasks; Participate Community; Supported Independent Living,yes,yes,West Metro | Cranbourne West,West Metro | Cranbourne West,+610411659141,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,SYDNEY 24/7 CARE PTY LTD,Sydney 24/7 Care Pty Ltd,90676089884,"LEANYER, NT, 0812, AU",https://www.sydney247care.com.au,Approved,28 June 2027,"Assist Access/Maintain Employ; Assist Prod-Pers Care/Safety; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Supported Independent Living",yes,yes,"Sydney 24/7 care pty ltd, 49 Humbert Street, LEANYER, NT, 0812, AU","Sydney 24/7 care pty ltd, 49 Humbert Street, LEANYER, NT, 0812, AU",+610455355481,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,Territory Health and Support PTY LTD,TERRITORY HEALTH AND SUPPORT PTY LTD,83639047662,"COCONUT GROVE, NT, 0810, AU",https://www.thsnt.com.au,Approved,11 December 2027,"Accommodation/Tenancy; Assist Access/Maintain Employ; Assist Personal Activities High; Assist-Life Stage, Transition; Assist-Personal Activities; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Participate Community; Spec Support Employ; Support Coordination; Supported Independent Living",yes,yes,Territory Health and Support PTY LTD,Territory Health and Support PTY LTD,+610431461125,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,THE HOME OF HEARTS AND ARTS COMMUNITY SERVICE PTY LTD,The Home of Hearts and Arts Community Service Pty Ltd,91674091911,"STUART PARK, NT, 0820, AU",,Approved,21 July 2028,Assist-Personal Activities; Assist-Travel/Transport; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Participate Community; Supported Independent Living,yes,yes,,,,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,The Little Tree Group Pty Ltd,The Little Tree Group Pty Ltd,14675031991,"LARRAKEYAH, NT, 0820, AU",https://www.thelittletree.com.au,Approved,13 September 2027,Behaviour Support; Therapeutic Supports,yes,yes,"The Little Tree Group, AU","The Little Tree Group, AU",+610405093036,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,TIWI SUPPORT SERVICES PTY LTD,TIWI SUPPORT SERVICES PTY LTD,36655294447,"NIGHTCLIFF, NT, 0810, AU",https://www.tiwisupport.com.au,Approved,10 March 2026,Assist-Personal Activities; Assist-Travel/Transport; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Supported Independent Living,yes,yes,,,,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,TK COMMUNITY CARE SERVICES PTY LTD,TK COMMUNITY CARE SERVICES PTY LTD,99624923753,"WINNELLIE, NT, 0820, AU",https://www.tkcommunitycare.com.au,Approved,18 May 2029,"Accommodation/Tenancy; Assist Access/Maintain Employ; Assist Personal Activities High; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Behaviour Support; Community Nursing Care; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Support Coordination; Supported Independent Living",yes,yes,"TK COMMUNITY CARE SERVICES 12 Raymond Street Gunn, 12 Raymond Street, GUNN, NT, 0832, AU | TK COMMUNITY CARE SERVICES 5 Leary Street Bellamack, 5 Leary Street, BELLAMACK, NT, 0832, AU | 20 Tiwi Gardens, Tiwi, 20 Tiwi Gardens, TIWI, NT, 0810, AU | TK COMMUNITY CARE SERVICES 19 Bailey Street Muirhead, 19 Bailey Circuit, MUIRHEAD, NT, 0810, AU | TK COMMUNITY CARE SERVICES PTY LTD, Unit 2B, 390 Stuart Highway, WINNELLIE, NT, 0820, AU | 13 Haultain Crescent Durack, 13 Haultain Crescent, DURACK, NT, 0830, AU | TK COMMUNITY CARE SERVICES 6 Leary Street Bellamack, 6 Leary Street, BELLAMACK, NT, 0832, AU","TK COMMUNITY CARE SERVICES 12 Raymond Street Gunn, 12 Raymond Street, GUNN, NT, 0832, AU | TK COMMUNITY CARE SERVICES 5 Leary Street Bellamack, 5 Leary Street, BELLAMACK, NT, 0832, AU | 20 Tiwi Gardens, Tiwi, 20 Tiwi Gardens, TIWI, NT, 0810, AU | TK COMMUNITY CARE SERVICES 19 Bailey Street Muirhead, 19 Bailey Circuit, MUIRHEAD, NT, 0810, AU | TK COMMUNITY CARE SERVICES PTY LTD, Unit 2B, 390 Stuart Highway, WINNELLIE, NT, 0820, AU | 13 Haultain Crescent Durack, 13 Haultain Crescent, DURACK, NT, 0830, AU | TK COMMUNITY CARE SERVICES 6 Leary Street Bellamack, 6 Leary Street, BELLAMACK, NT, 0832, AU",+610491474859,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,TOP END ALLIED HEALTH SERVICES PTY LTD,TOP END ALLIED HEALTH SERVICES PTY LTD,50626343468,"YARRAWONGA, NT, 0830, AU",https://www.topendalliedhealth.com.au,Approved,24 July 2027,"Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Support Coordination; Supported Independent Living; Therapeutic Supports",yes,yes,Top End Allied Health Services,Top End Allied Health Services,+610456440135,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,Top End Support Coordination,KETRAND PTY LTD,78642061121,"COCONUT GROVE, NT, 0810, AU",https://www.topendsupportcoordination.com,Approved,31 October 2027,"Assist Access/Maintain Employ; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Development-Life Skills; Household Tasks; Innov Community Participation; Participate Community; Support Coordination",yes,yes,,,,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,TOUCHING LIVES COMMUNITY SERVICES,TOUCHING LIVES COMMUNITY SERVICES PTY LTD,87647494371,"MUIRHEAD, NT, 0810, AU",https://www.touchinglivescommunityservices.com.au,Approved,13 December 2027,"Accommodation/Tenancy; Assist Personal Activities High; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Daily Tasks/Shared Living; Development-Life Skills; Household Tasks; Innov Community Participation; Participate Community; Support Coordination; Supported Independent Living",yes,yes,"Zuccoli House, AU | Anula House, AU | Gunn House, AU | Ruby House, AU | Office Space, AU","Anula House, AU",+610483874808,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,TOWARDS THE HORIZON PTY LTD,Towards the Horizon Pty Ltd,80641064020,"RAPID CREEK, NT, 0810, AU",https://www.towardsthehorizon.com.au,Approved,15 October 2027,Behaviour Support; Therapeutic Supports,yes,yes,"TOWARDS THE HORIZON, Apartment 20 Cliffside, 82 Nightcliff Road, RAPID CREEK, NT, 0810, AU","TOWARDS THE HORIZON, Apartment 20 Cliffside, 82 Nightcliff Road, RAPID CREEK, NT, 0810, AU",+610460320151,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,TRACKS Care,Tracks Care Pty Ltd,51677826738,"WINNELLIE, NT, 0820, AU",https://www.trackscare.com.au,Approved,09 December 2028,"Assist Access/Maintain Employ; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Spec Support Employ; Supported Independent Living",yes,yes,"Head Office, Unit 1, 111 Coonawarra Road, WINNELLIE, NT, 0820, AU | Physical, Unit 1, 111 Coonawarra Road, WINNELLIE, NT, 0820, AU","Head Office, Unit 1, 111 Coonawarra Road, WINNELLIE, NT, 0820, AU | Physical, Unit 1, 111 Coonawarra Road, WINNELLIE, NT, 0820, AU",+610497356574,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,TRAUMA INFORMED CARE,BAFRJOMA HEALTH PTY LTD,37647513586,"STUART PARK, NT, 0820, AU",https://www.traumainformedsupports.com.au,Approved,18 December 2026,"Accommodation/Tenancy; Assist Personal Activities High; Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Community Nursing Care; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Plan Management; Supported Independent Living",yes,yes,TRAUMA INFORMED CARE,TRAUMA INFORMED CARE,+610477703109,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
disability_company,Pty Ltd / Pty Limited with core disability registration groups,TRINITY SCOPE AND SUPPORTS,Trinity Scope and Support Services Pty Ltd,23644676040,"ZUCCOLI, NT, 0832, AU",,Approved,21 August 2027,"Assist-Life Stage, Transition; Assist-Personal Activities; Assist-Travel/Transport; Daily Tasks/Shared Living; Development-Life Skills; Group/Centre Activities; Household Tasks; Innov Community Participation; Participate Community; Supported Independent Living",yes,yes,"Territory Care, 42 Duwun Road, ROSEBERY, NT, 0832, AU","Territory Care, 42 Duwun Road, ROSEBERY, NT, 0832, AU",+610466403056,https://www.ndiscommission.gov.au/provider-registration/find-registered-provider
